datetime	theta25	theta45	theta75
2021-11-25T00:45:00Z	0.24	0.218	0.167
2021-11-25T01:00:00Z	0.239	0.216	0.169
2021-11-25T01:15:00Z	0.234	0.217	0.166
2021-11-25T01:30:00Z	0.24	0.215	0.172
2021-11-25T01:45:00Z	0.237	0.215	0.168
2021-11-25T02:00:00Z	0.237	0.215	0.176
2021-11-25T02:15:00Z	0.237	0.217	0.169
2021-11-25T02:30:00Z	0.238	0.217	0.165
2021-11-25T02:45:00Z	0.241	0.216	0.167
2021-11-25T03:00:00Z	0.24	0.214	0.17
2021-11-25T03:15:00Z	0.239	0.216	0.172
2021-11-25T03:30:00Z	0.237	0.215	0.171
2021-11-25T03:45:00Z	0.235	0.217	0.168
2021-11-25T04:00:00Z	0.236	0.217	0.172
2021-11-25T04:15:00Z	0.24	0.217	0.158
2021-11-25T04:30:00Z	0.237	0.217	0.166
2021-11-25T04:45:00Z	0.238	0.216	0.16
2021-11-25T05:00:00Z	0.238	0.214	0.166
2021-11-25T05:15:00Z	0.239	0.214	0.167
2021-11-25T05:30:00Z	0.238	0.214	0.174
2021-11-25T05:45:00Z	0.235	0.215	0.173
2021-11-25T06:00:00Z	0.239	0.215	0.169
2021-11-25T06:15:00Z	0.237	0.217	NA
2021-11-25T06:30:00Z	0.241	0.214	0.171
2021-11-25T06:45:00Z	0.236	0.215	0.159
2021-11-25T07:00:00Z	0.236	0.214	0.162
2021-11-25T07:15:00Z	0.235	0.219	0.163
2021-11-25T07:30:00Z	0.235	0.218	0.167
2021-11-25T07:45:00Z	0.238	0.213	0.166
2021-11-25T08:00:00Z	0.242	0.215	0.167
2021-11-25T08:15:00Z	0.239	0.218	0.168
2021-11-25T08:30:00Z	0.242	0.217	0.161
2021-11-25T08:45:00Z	0.235	0.215	0.16
2021-11-25T09:00:00Z	0.237	0.211	0.165
2021-11-25T09:15:00Z	0.238	0.214	0.165
2021-11-25T09:30:00Z	0.237	0.217	0.169
2021-11-25T09:45:00Z	0.238	0.216	0.175
2021-11-25T10:00:00Z	0.238	0.216	NA
2021-11-25T10:15:00Z	0.235	0.218	NA
2021-11-25T10:30:00Z	0.234	0.214	0.17
2021-11-25T10:45:00Z	0.235	0.217	0.167
2021-11-25T11:00:00Z	0.235	0.215	NA
2021-11-25T11:15:00Z	0.236	0.216	0.16
2021-11-25T11:30:00Z	0.236	0.215	NA
2021-11-25T11:45:00Z	0.238	0.216	NA
2021-11-25T12:00:00Z	0.237	0.216	0.166
2021-11-25T12:15:00Z	0.237	0.217	0.173
2021-11-25T12:30:00Z	0.234	0.216	0.16
2021-11-25T12:45:00Z	0.238	0.215	0.173
2021-11-25T13:00:00Z	0.235	0.217	0.169
2021-11-25T13:15:00Z	0.237	0.216	0.162
2021-11-25T13:30:00Z	0.238	0.218	0.164
2021-11-25T13:45:00Z	0.238	0.217	0.169
2021-11-25T14:00:00Z	0.239	0.215	0.164
2021-11-25T14:15:00Z	0.239	0.216	NA
2021-11-25T14:30:00Z	0.238	0.219	0.157
2021-11-25T14:45:00Z	0.234	0.213	NA
2021-11-25T15:00:00Z	0.235	0.215	0.18
2021-11-25T15:15:00Z	0.242	0.218	NA
2021-11-25T15:30:00Z	0.237	0.215	0.171
2021-11-25T15:45:00Z	0.238	0.216	0.162
2021-11-25T16:00:00Z	0.237	0.214	0.169
2021-11-25T16:15:00Z	0.235	0.216	0.161
2021-11-25T16:30:00Z	0.236	0.213	0.161
2021-11-25T16:45:00Z	0.237	0.215	0.161
2021-11-25T17:00:00Z	0.238	0.212	NA
2021-11-25T17:15:00Z	0.235	0.215	0.169
2021-11-25T17:30:00Z	0.235	0.218	0.171
2021-11-25T17:45:00Z	0.236	0.216	NA
2021-11-25T18:00:00Z	0.238	0.22	NA
2021-11-25T18:15:00Z	0.235	0.214	NA
2021-11-25T18:30:00Z	0.235	0.216	0.167
2021-11-25T18:45:00Z	0.236	0.215	NA
2021-11-25T19:00:00Z	0.236	0.216	NA
2021-11-25T19:15:00Z	0.239	0.214	0.167
2021-11-25T19:30:00Z	0.234	0.214	0.165
2021-11-25T19:45:00Z	0.237	0.215	0.167
2021-11-25T20:00:00Z	0.239	0.217	0.157
2021-11-25T20:15:00Z	0.236	0.216	0.171
2021-11-25T20:30:00Z	0.241	0.214	0.172
2021-11-25T20:45:00Z	0.238	0.216	0.167
2021-11-25T21:00:00Z	0.236	0.215	0.163
2021-11-25T21:15:00Z	0.236	0.212	0.171
2021-11-25T21:30:00Z	0.236	0.217	0.166
2021-11-25T21:45:00Z	0.235	0.215	0.169
2021-11-25T22:00:00Z	0.237	0.216	0.161
2021-11-25T22:15:00Z	0.24	0.218	0.167
2021-11-25T22:30:00Z	0.235	0.215	0.174
2021-11-25T22:45:00Z	0.241	0.215	0.172
2021-11-25T23:00:00Z	0.239	0.215	0.168
2021-11-25T23:15:00Z	0.236	0.215	0.17
2021-11-25T23:30:00Z	0.239	0.216	0.17
2021-11-25T23:45:00Z	0.235	0.214	0.165
2021-11-26T00:00:00Z	NA	NA	NA
2021-11-26T00:15:00Z	0.24	0.214	0.161
2021-11-26T00:30:00Z	0.235	0.215	0.164
2021-11-26T00:45:00Z	0.236	0.217	0.166
2021-11-26T01:00:00Z	0.236	0.217	0.163
2021-11-26T01:15:00Z	0.237	0.214	0.17
2021-11-26T01:30:00Z	0.236	0.216	0.173
2021-11-26T01:45:00Z	0.236	0.215	0.168
2021-11-26T02:00:00Z	0.239	0.214	0.17
2021-11-26T02:15:00Z	0.238	0.217	0.172
2021-11-26T02:30:00Z	0.238	0.215	0.173
2021-11-26T02:45:00Z	0.238	0.217	0.169
2021-11-26T03:00:00Z	0.238	0.215	0.163
2021-11-26T03:15:00Z	0.237	0.217	0.17
2021-11-26T03:30:00Z	0.237	0.218	0.162
2021-11-26T03:45:00Z	0.237	0.213	0.17
2021-11-26T04:00:00Z	0.239	0.215	0.161
2021-11-26T04:15:00Z	0.238	0.215	0.162
2021-11-26T04:30:00Z	0.237	0.218	0.168
2021-11-26T04:45:00Z	0.237	0.216	0.167
2021-11-26T05:00:00Z	0.242	0.212	0.172
2021-11-26T05:15:00Z	0.24	0.218	0.177
2021-11-26T05:30:00Z	0.238	0.215	0.174
2021-11-26T05:45:00Z	0.237	0.215	0.166
2021-11-26T06:00:00Z	0.237	0.216	0.163
2021-11-26T06:15:00Z	0.238	0.217	0.166
2021-11-26T06:30:00Z	0.238	0.215	0.166
2021-11-26T06:45:00Z	0.235	0.217	0.165
2021-11-26T07:00:00Z	0.237	0.216	0.167
2021-11-26T07:15:00Z	0.24	0.218	0.171
2021-11-26T07:30:00Z	0.239	0.216	0.17
2021-11-26T07:45:00Z	0.238	0.214	0.171
2021-11-26T08:00:00Z	0.237	0.212	0.159
2021-11-26T08:15:00Z	0.237	0.217	0.172
2021-11-26T08:30:00Z	0.234	0.217	0.166
2021-11-26T08:45:00Z	0.235	0.215	0.159
2021-11-26T09:00:00Z	0.237	0.216	0.173
2021-11-26T09:15:00Z	0.235	0.215	0.158
2021-11-26T09:30:00Z	0.241	0.216	NA
2021-11-26T09:45:00Z	0.237	0.218	0.163
2021-11-26T10:00:00Z	0.237	0.216	NA
2021-11-26T10:15:00Z	0.241	0.216	NA
2021-11-26T10:30:00Z	0.235	0.216	0.17
2021-11-26T10:45:00Z	0.236	0.216	0.164
2021-11-26T11:00:00Z	0.237	0.217	0.173
2021-11-26T11:15:00Z	0.238	0.215	0.166
2021-11-26T11:30:00Z	0.236	0.215	0.174
2021-11-26T11:45:00Z	0.237	0.215	0.168
2021-11-26T12:00:00Z	0.237	0.213	0.164
2021-11-26T12:15:00Z	0.237	0.216	0.167
2021-11-26T12:30:00Z	0.24	0.213	NA
2021-11-26T12:45:00Z	0.241	0.216	NA
2021-11-26T13:00:00Z	0.238	0.214	NA
2021-11-26T13:15:00Z	0.24	0.215	0.161
2021-11-26T13:30:00Z	0.241	0.218	0.163
2021-11-26T13:45:00Z	0.236	0.216	NA
2021-11-26T14:00:00Z	0.236	0.216	0.165
2021-11-26T14:15:00Z	0.235	0.217	0.165
2021-11-26T14:30:00Z	0.237	0.216	NA
2021-11-26T14:45:00Z	0.238	0.219	0.169
2021-11-26T15:00:00Z	0.234	0.216	NA
2021-11-26T15:15:00Z	0.236	0.217	0.169
2021-11-26T15:30:00Z	0.236	0.216	0.167
2021-11-26T15:45:00Z	0.237	0.213	0.165
2021-11-26T16:00:00Z	0.238	0.214	0.166
2021-11-26T16:15:00Z	0.236	0.219	0.162
2021-11-26T16:30:00Z	0.235	0.215	NA
2021-11-26T16:45:00Z	0.247	0.215	0.176
2021-11-26T17:00:00Z	0.244	0.214	0.173
2021-11-26T17:15:00Z	0.234	0.215	0.173
2021-11-26T17:30:00Z	0.236	0.217	NA
2021-11-26T17:45:00Z	0.234	0.217	0.171
2021-11-26T18:00:00Z	0.235	0.214	NA
2021-11-26T18:15:00Z	0.24	0.217	NA
2021-11-26T18:30:00Z	0.243	0.219	NA
2021-11-26T18:45:00Z	0.236	0.217	0.167
2021-11-26T19:00:00Z	0.237	0.216	0.162
2021-11-26T19:15:00Z	0.236	0.214	0.161
2021-11-26T19:30:00Z	0.239	0.217	0.168
2021-11-26T19:45:00Z	0.236	0.217	0.166
2021-11-26T20:00:00Z	0.241	0.218	0.165
2021-11-26T20:15:00Z	0.235	0.215	0.167
2021-11-26T20:30:00Z	0.236	0.219	0.176
2021-11-26T20:45:00Z	0.238	0.215	0.168
2021-11-26T21:00:00Z	0.239	0.213	0.163
2021-11-26T21:15:00Z	0.236	0.214	0.168
2021-11-26T21:30:00Z	0.238	0.213	0.161
2021-11-26T21:45:00Z	0.237	0.212	0.167
2021-11-26T22:00:00Z	0.238	0.215	0.162
2021-11-26T22:15:00Z	0.237	0.212	0.167
2021-11-26T22:30:00Z	0.239	0.215	0.172
2021-11-26T22:45:00Z	0.237	0.218	NA
2021-11-26T23:00:00Z	0.236	0.215	0.167
2021-11-26T23:15:00Z	0.239	0.218	0.168
2021-11-26T23:30:00Z	0.239	0.219	0.16
2021-11-26T23:45:00Z	0.238	0.217	0.169
2021-11-27T00:00:00Z	0.238	0.216	0.172
2021-11-27T00:15:00Z	0.235	0.213	0.169
2021-11-27T00:30:00Z	0.24	0.213	0.17
2021-11-27T00:45:00Z	0.239	0.215	0.169
2021-11-27T01:00:00Z	0.24	0.214	0.172
2021-11-27T01:15:00Z	0.238	0.217	0.169
2021-11-27T01:30:00Z	0.236	0.212	0.164
2021-11-27T01:45:00Z	0.236	0.217	0.169
2021-11-27T02:00:00Z	0.237	0.214	0.167
2021-11-27T02:15:00Z	0.24	0.216	0.168
2021-11-27T02:30:00Z	0.239	0.217	0.169
2021-11-27T02:45:00Z	0.24	0.216	0.166
2021-11-27T03:00:00Z	0.238	0.216	0.166
2021-11-27T03:15:00Z	0.238	0.216	0.163
2021-11-27T03:30:00Z	0.235	0.214	0.168
2021-11-27T03:45:00Z	0.236	0.212	0.16
2021-11-27T04:00:00Z	0.241	0.214	0.169
2021-11-27T04:15:00Z	0.238	0.216	0.162
2021-11-27T04:30:00Z	0.239	0.217	0.163
2021-11-27T04:45:00Z	0.238	0.218	0.161
2021-11-27T05:00:00Z	0.239	0.215	0.167
2021-11-27T05:15:00Z	0.237	0.218	0.164
2021-11-27T05:30:00Z	0.236	0.215	0.165
2021-11-27T05:45:00Z	0.239	0.216	0.163
2021-11-27T06:00:00Z	0.237	0.217	0.166
2021-11-27T06:15:00Z	0.238	0.214	0.159
2021-11-27T06:30:00Z	0.24	0.214	0.163
2021-11-27T06:45:00Z	0.238	0.213	0.161
2021-11-27T07:00:00Z	0.239	0.217	0.173
2021-11-27T07:15:00Z	0.236	0.212	0.169
2021-11-27T07:30:00Z	0.238	0.217	0.164
2021-11-27T07:45:00Z	0.24	0.215	0.163
2021-11-27T08:00:00Z	0.235	0.213	0.169
2021-11-27T08:15:00Z	0.238	0.215	0.167
2021-11-27T08:30:00Z	0.237	0.214	0.165
2021-11-27T08:45:00Z	0.236	0.212	0.165
2021-11-27T09:00:00Z	0.238	0.213	0.163
2021-11-27T09:15:00Z	0.235	0.217	0.161
2021-11-27T09:30:00Z	0.236	0.215	0.17
2021-11-27T09:45:00Z	0.237	0.214	0.163
2021-11-27T10:00:00Z	0.235	0.214	0.169
2021-11-27T10:15:00Z	0.239	0.216	0.168
2021-11-27T10:30:00Z	0.239	0.216	0.167
2021-11-27T10:45:00Z	0.235	0.215	0.169
2021-11-27T11:00:00Z	0.238	0.212	0.168
2021-11-27T11:15:00Z	0.238	0.213	0.166
2021-11-27T11:30:00Z	0.242	0.214	0.169
2021-11-27T11:45:00Z	0.239	0.216	0.166
2021-11-27T12:00:00Z	0.235	0.219	0.169
2021-11-27T12:15:00Z	0.237	0.217	0.166
2021-11-27T12:30:00Z	0.24	0.216	0.177
2021-11-27T12:45:00Z	0.239	0.215	0.175
2021-11-27T13:00:00Z	0.239	0.214	0.166
2021-11-27T13:15:00Z	0.235	0.213	0.168
2021-11-27T13:30:00Z	0.237	0.216	0.162
2021-11-27T13:45:00Z	0.238	0.212	0.167
2021-11-27T14:00:00Z	0.238	0.216	0.162
2021-11-27T14:15:00Z	0.235	0.213	0.168
2021-11-27T14:30:00Z	0.238	0.216	0.169
2021-11-27T14:45:00Z	0.237	0.217	0.167
2021-11-27T15:00:00Z	0.238	0.216	0.172
2021-11-27T15:15:00Z	0.238	0.216	0.174
2021-11-27T15:30:00Z	0.236	0.218	0.17
2021-11-27T15:45:00Z	0.235	0.217	0.17
2021-11-27T16:00:00Z	0.235	0.217	NA
2021-11-27T16:15:00Z	0.236	0.216	0.17
2021-11-27T16:30:00Z	0.238	0.217	0.165
2021-11-27T16:45:00Z	0.237	0.214	0.162
2021-11-27T17:00:00Z	0.237	0.218	0.158
2021-11-27T17:15:00Z	0.236	0.218	0.162
2021-11-27T17:30:00Z	0.239	0.211	0.167
2021-11-27T17:45:00Z	0.236	0.216	0.175
2021-11-27T18:00:00Z	0.242	0.215	0.174
2021-11-27T18:15:00Z	0.236	0.218	0.173
2021-11-27T18:30:00Z	0.236	0.217	0.167
2021-11-27T18:45:00Z	0.238	0.218	0.166
2021-11-27T19:00:00Z	0.241	0.213	0.164
2021-11-27T19:15:00Z	0.234	0.215	0.168
2021-11-27T19:30:00Z	0.239	0.215	0.162
2021-11-27T19:45:00Z	0.238	0.215	0.167
2021-11-27T20:00:00Z	0.235	0.216	0.168
2021-11-27T20:15:00Z	0.24	0.217	0.168
2021-11-27T20:30:00Z	0.242	0.213	0.168
2021-11-27T20:45:00Z	0.235	0.214	0.167
2021-11-27T21:00:00Z	0.24	0.214	0.163
2021-11-27T21:15:00Z	0.237	0.215	0.162
2021-11-27T21:30:00Z	0.239	0.215	0.163
2021-11-27T21:45:00Z	0.241	0.214	0.168
2021-11-27T22:00:00Z	0.238	0.212	0.169
2021-11-27T22:15:00Z	0.234	0.215	0.165
2021-11-27T22:30:00Z	0.236	0.214	0.175
2021-11-27T22:45:00Z	0.236	0.217	0.161
2021-11-27T23:00:00Z	0.235	0.214	0.164
2021-11-27T23:15:00Z	0.238	0.215	0.161
2021-11-27T23:30:00Z	0.237	0.212	0.167
2021-11-27T23:45:00Z	0.241	0.216	NA
2021-11-28T00:00:00Z	0.235	0.217	0.165
2021-11-28T00:15:00Z	0.237	0.218	0.162
2021-11-28T00:30:00Z	0.239	0.215	0.168
2021-11-28T00:45:00Z	0.235	0.215	0.172
2021-11-28T01:00:00Z	0.239	0.216	0.162
2021-11-28T01:15:00Z	0.234	0.215	0.172
2021-11-28T01:30:00Z	0.238	0.214	0.165
2021-11-28T01:45:00Z	0.237	0.216	0.174
2021-11-28T02:00:00Z	0.241	0.211	0.164
2021-11-28T02:15:00Z	0.238	0.217	0.16
2021-11-28T02:30:00Z	0.237	0.214	0.173
2021-11-28T02:45:00Z	0.236	0.213	0.171
2021-11-28T03:00:00Z	0.241	0.214	0.17
2021-11-28T03:15:00Z	0.238	0.217	0.163
2021-11-28T03:30:00Z	0.239	0.219	0.148
2021-11-28T03:45:00Z	0.242	0.213	0.166
2021-11-28T04:00:00Z	0.236	0.217	0.166
2021-11-28T04:15:00Z	0.236	0.216	0.168
2021-11-28T04:30:00Z	0.241	0.213	0.176
2021-11-28T04:45:00Z	0.237	0.215	0.163
2021-11-28T05:00:00Z	0.236	0.216	0.168
2021-11-28T05:15:00Z	0.241	0.214	0.145
2021-11-28T05:30:00Z	0.235	0.215	0.163
2021-11-28T05:45:00Z	0.24	0.215	0.162
2021-11-28T06:00:00Z	0.236	0.216	0.162
2021-11-28T06:15:00Z	0.236	0.215	0.167
2021-11-28T06:30:00Z	0.238	0.215	0.169
2021-11-28T06:45:00Z	0.239	0.214	0.166
2021-11-28T07:00:00Z	0.234	0.216	0.168
2021-11-28T07:15:00Z	0.235	0.213	0.159
2021-11-28T07:30:00Z	0.237	0.214	0.166
2021-11-28T07:45:00Z	0.234	0.214	0.168
2021-11-28T08:00:00Z	0.237	0.215	0.167
2021-11-28T08:15:00Z	0.236	0.213	0.17
2021-11-28T08:30:00Z	0.236	0.213	0.17
2021-11-28T08:45:00Z	0.235	0.214	0.166
2021-11-28T09:00:00Z	0.24	0.216	0.173
2021-11-28T09:15:00Z	0.238	0.216	0.167
2021-11-28T09:30:00Z	0.24	0.216	NA
2021-11-28T09:45:00Z	0.234	0.214	NA
2021-11-28T10:00:00Z	0.24	0.213	NA
2021-11-28T10:15:00Z	0.239	0.216	0.164
2021-11-28T10:30:00Z	0.242	0.214	NA
2021-11-28T10:45:00Z	0.234	0.211	NA
2021-11-28T11:00:00Z	0.235	0.217	NA
2021-11-28T11:15:00Z	0.234	0.214	0.168
2021-11-28T11:30:00Z	0.235	0.216	0.177
2021-11-28T11:45:00Z	0.237	0.216	0.158
2021-11-28T12:00:00Z	0.236	0.216	NA
2021-11-28T12:15:00Z	0.235	0.219	NA
2021-11-28T12:30:00Z	0.233	0.216	0.169
2021-11-28T12:45:00Z	0.238	0.214	NA
2021-11-28T13:00:00Z	0.237	0.216	0.167
2021-11-28T13:15:00Z	0.235	0.215	NA
2021-11-28T13:30:00Z	0.24	0.212	NA
2021-11-28T13:45:00Z	0.241	0.216	0.166
2021-11-28T14:00:00Z	0.237	0.212	0.166
2021-11-28T14:15:00Z	0.236	0.213	0.161
2021-11-28T14:30:00Z	0.24	0.217	0.162
2021-11-28T14:45:00Z	0.238	0.214	NA
2021-11-28T15:00:00Z	0.238	0.213	NA
2021-11-28T15:15:00Z	0.237	0.213	0.168
2021-11-28T15:30:00Z	0.236	0.214	0.164
2021-11-28T15:45:00Z	0.239	0.211	0.166
2021-11-28T16:00:00Z	0.236	0.214	0.164
2021-11-28T16:15:00Z	0.237	0.218	NA
2021-11-28T16:30:00Z	0.235	0.217	0.173
2021-11-28T16:45:00Z	0.24	0.215	0.166
2021-11-28T17:00:00Z	0.238	0.213	NA
2021-11-28T17:15:00Z	0.235	0.215	0.167
2021-11-28T17:30:00Z	0.237	0.214	0.166
2021-11-28T17:45:00Z	0.236	0.217	0.15
2021-11-28T18:00:00Z	0.238	0.214	0.171
2021-11-28T18:15:00Z	0.236	0.216	NA
2021-11-28T18:30:00Z	0.234	0.211	0.164
2021-11-28T18:45:00Z	0.239	0.218	0.174
2021-11-28T19:00:00Z	0.241	0.217	0.168
2021-11-28T19:15:00Z	0.236	0.214	0.161
2021-11-28T19:30:00Z	0.238	0.215	0.165
2021-11-28T19:45:00Z	0.237	0.217	0.165
2021-11-28T20:00:00Z	0.238	0.211	0.16
2021-11-28T20:15:00Z	0.235	0.215	0.166
2021-11-28T20:30:00Z	0.24	0.216	NA
2021-11-28T20:45:00Z	0.238	0.217	0.167
2021-11-28T21:00:00Z	0.238	0.215	0.161
2021-11-28T21:15:00Z	0.24	0.218	0.165
2021-11-28T21:30:00Z	0.238	0.215	0.168
2021-11-28T21:45:00Z	0.237	0.214	0.174
2021-11-28T22:00:00Z	0.236	0.213	0.167
2021-11-28T22:15:00Z	0.236	0.216	0.162
2021-11-28T22:30:00Z	0.239	0.215	0.163
2021-11-28T22:45:00Z	0.236	0.212	0.164
2021-11-28T23:00:00Z	0.237	0.215	0.174
2021-11-28T23:15:00Z	0.236	0.214	0.172
2021-11-28T23:30:00Z	0.235	0.218	0.165
2021-11-28T23:45:00Z	0.239	0.217	0.168
2021-11-29T00:00:00Z	0.236	0.212	0.161
2021-11-29T00:15:00Z	0.239	0.214	0.168
2021-11-29T00:30:00Z	0.236	0.213	0.172
2021-11-29T00:45:00Z	0.239	0.213	0.167
2021-11-29T01:00:00Z	0.238	0.217	0.174
2021-11-29T01:15:00Z	0.238	0.213	0.172
2021-11-29T01:30:00Z	0.239	0.215	0.162
2021-11-29T01:45:00Z	0.238	0.218	0.169
2021-11-29T02:00:00Z	0.239	0.216	0.171
2021-11-29T02:15:00Z	0.238	0.216	0.166
2021-11-29T02:30:00Z	0.237	0.214	0.176
2021-11-29T02:45:00Z	0.238	0.213	0.175
2021-11-29T03:00:00Z	0.236	0.213	0.17
2021-11-29T03:15:00Z	0.238	0.215	0.164
2021-11-29T03:30:00Z	0.237	0.219	0.174
2021-11-29T03:45:00Z	0.238	0.215	0.161
2021-11-29T04:00:00Z	0.237	0.218	0.172
2021-11-29T04:15:00Z	0.236	0.213	0.171
2021-11-29T04:30:00Z	0.239	0.218	0.167
2021-11-29T04:45:00Z	0.236	0.216	0.167
2021-11-29T05:00:00Z	0.239	0.214	0.17
2021-11-29T05:15:00Z	0.238	0.216	0.171
2021-11-29T05:30:00Z	0.235	0.211	0.165
2021-11-29T05:45:00Z	0.235	0.218	0.161
2021-11-29T06:00:00Z	0.237	0.213	0.165
2021-11-29T06:15:00Z	0.236	0.215	0.168
2021-11-29T06:30:00Z	0.244	0.215	NA
2021-11-29T06:45:00Z	0.24	0.215	0.175
2021-11-29T07:00:00Z	0.236	0.214	0.177
2021-11-29T07:15:00Z	0.24	0.217	0.167
2021-11-29T07:30:00Z	0.236	0.212	0.158
2021-11-29T07:45:00Z	0.238	0.213	0.162
2021-11-29T08:00:00Z	0.236	0.212	0.17
2021-11-29T08:15:00Z	0.237	0.215	0.17
2021-11-29T08:30:00Z	0.233	0.214	NA
2021-11-29T08:45:00Z	0.241	0.216	0.162
2021-11-29T09:00:00Z	0.238	0.218	0.177
2021-11-29T09:15:00Z	0.239	0.212	NA
2021-11-29T09:30:00Z	0.24	0.216	0.165
2021-11-29T09:45:00Z	0.24	0.211	0.164
2021-11-29T10:00:00Z	0.239	0.216	0.173
2021-11-29T10:15:00Z	0.243	0.216	NA
2021-11-29T10:30:00Z	0.238	0.215	0.167
2021-11-29T10:45:00Z	0.238	0.216	0.166
2021-11-29T11:00:00Z	0.235	0.217	0.166
2021-11-29T11:15:00Z	0.235	0.217	0.166
2021-11-29T11:30:00Z	0.238	0.218	0.164
2021-11-29T11:45:00Z	0.239	0.214	0.167
2021-11-29T12:00:00Z	0.236	0.213	0.169
2021-11-29T12:15:00Z	0.24	0.215	0.165
2021-11-29T12:30:00Z	0.239	0.213	0.168
2021-11-29T12:45:00Z	0.241	0.215	0.17
2021-11-29T13:00:00Z	0.236	0.213	0.165
2021-11-29T13:15:00Z	0.235	0.215	0.17
2021-11-29T13:30:00Z	0.243	0.219	NA
2021-11-29T13:45:00Z	0.234	0.216	0.166
2021-11-29T14:00:00Z	0.235	0.213	NA
2021-11-29T14:15:00Z	0.236	0.215	0.168
2021-11-29T14:30:00Z	0.239	0.213	0.171
2021-11-29T14:45:00Z	0.241	0.217	0.166
2021-11-29T15:00:00Z	0.238	0.217	NA
2021-11-29T15:15:00Z	0.239	0.213	0.161
2021-11-29T15:30:00Z	0.239	0.215	0.17
2021-11-29T15:45:00Z	0.236	0.214	NA
2021-11-29T16:00:00Z	0.238	0.216	0.175
2021-11-29T16:15:00Z	0.238	0.215	0.173
2021-11-29T16:30:00Z	0.239	0.217	0.167
2021-11-29T16:45:00Z	0.237	0.217	NA
2021-11-29T17:00:00Z	0.236	0.214	0.165
2021-11-29T17:15:00Z	0.239	0.217	0.166
2021-11-29T17:30:00Z	0.239	0.214	0.169
2021-11-29T17:45:00Z	0.238	0.217	0.17
2021-11-29T18:00:00Z	0.237	0.213	0.157
2021-11-29T18:15:00Z	0.236	0.215	0.164
2021-11-29T18:30:00Z	0.239	0.213	0.167
2021-11-29T18:45:00Z	0.238	0.21	0.165
2021-11-29T19:00:00Z	0.238	0.212	0.16
2021-11-29T19:15:00Z	0.235	0.215	0.168
2021-11-29T19:30:00Z	0.238	0.213	0.174
2021-11-29T19:45:00Z	0.236	0.217	0.166
2021-11-29T20:00:00Z	0.237	0.215	0.165
2021-11-29T20:15:00Z	0.236	0.216	0.162
2021-11-29T20:30:00Z	0.238	0.213	0.164
2021-11-29T20:45:00Z	0.237	0.219	0.163
2021-11-29T21:00:00Z	0.236	0.217	0.169
2021-11-29T21:15:00Z	0.237	0.219	0.165
2021-11-29T21:30:00Z	0.237	0.216	0.164
2021-11-29T21:45:00Z	0.238	0.213	0.163
2021-11-29T22:00:00Z	0.238	0.215	0.166
2021-11-29T22:15:00Z	0.238	0.217	0.175
2021-11-29T22:30:00Z	0.237	0.217	0.164
2021-11-29T22:45:00Z	0.237	0.218	0.164
2021-11-29T23:00:00Z	0.239	0.214	0.167
2021-11-29T23:15:00Z	0.235	0.218	0.162
2021-11-29T23:30:00Z	0.238	0.217	0.162
2021-11-29T23:45:00Z	0.236	0.217	0.17
2021-11-30T00:00:00Z	NA	NA	NA
2021-11-30T00:15:00Z	0.242	0.215	NA
2021-11-30T00:30:00Z	0.238	0.212	0.172
2021-11-30T00:45:00Z	0.237	0.216	0.168
2021-11-30T01:00:00Z	0.237	0.214	0.166
2021-11-30T01:15:00Z	0.236	0.216	0.166
2021-11-30T01:30:00Z	0.238	0.217	0.172
2021-11-30T01:45:00Z	0.239	0.213	0.173
2021-11-30T02:00:00Z	0.239	0.214	0.175
2021-11-30T02:15:00Z	0.237	0.216	0.165
2021-11-30T02:30:00Z	0.24	0.215	0.165
2021-11-30T02:45:00Z	0.241	0.216	0.164
2021-11-30T03:00:00Z	0.236	0.213	0.164
2021-11-30T03:15:00Z	0.238	0.216	0.169
2021-11-30T03:30:00Z	0.24	0.215	0.163
2021-11-30T03:45:00Z	0.237	0.214	0.169
2021-11-30T04:00:00Z	0.235	0.217	0.167
2021-11-30T04:15:00Z	0.239	0.217	0.164
2021-11-30T04:30:00Z	0.236	0.213	0.176
2021-11-30T04:45:00Z	0.235	0.214	0.168
2021-11-30T05:00:00Z	0.236	0.213	0.167
2021-11-30T05:15:00Z	0.235	0.217	0.169
2021-11-30T05:30:00Z	0.234	0.215	0.163
2021-11-30T05:45:00Z	0.236	0.216	0.169
2021-11-30T06:00:00Z	0.235	0.214	NA
2021-11-30T06:15:00Z	0.235	0.217	0.17
2021-11-30T06:30:00Z	0.235	0.215	NA
2021-11-30T06:45:00Z	0.237	0.214	0.171
2021-11-30T07:00:00Z	0.238	0.217	0.161
2021-11-30T07:15:00Z	0.238	0.21	0.17
2021-11-30T07:30:00Z	0.239	0.213	0.171
2021-11-30T07:45:00Z	0.241	0.218	0.164
2021-11-30T08:00:00Z	0.242	0.214	0.164
2021-11-30T08:15:00Z	0.237	0.21	0.164
2021-11-30T08:30:00Z	0.236	0.218	0.164
2021-11-30T08:45:00Z	0.236	0.214	0.175
2021-11-30T09:00:00Z	0.237	0.218	0.162
2021-11-30T09:15:00Z	0.239	0.213	0.169
2021-11-30T09:30:00Z	0.241	0.213	0.166
2021-11-30T09:45:00Z	0.238	0.215	0.163
2021-11-30T10:00:00Z	0.237	0.214	0.162
2021-11-30T10:15:00Z	0.238	0.214	0.168
2021-11-30T10:30:00Z	0.235	0.218	0.167
