date	CRNS_1	CRNS_2	CRNS_4	CRNS_9	CRNS_11	CRNS_12	CRNS_13	CRNS_21	CRNS_22	CRNS_26	CRNS_27	CRNS_28	CRNS_30
2019-07-25	0.061	na	na	na	na	na	na	0.054	0.077	na	na	na	na
2019-07-26	0.058	na	na	na	na	na	na	0.050	0.074	na	na	na	na
2019-07-27	0.057	na	na	na	na	na	na	0.044	0.070	na	na	na	na
2019-07-28	0.048	na	na	na	na	na	na	0.040	0.062	na	na	na	na
2019-07-29	0.050	na	na	na	na	na	na	0.039	0.066	na	na	na	na
2019-07-30	0.052	na	na	na	na	na	na	0.039	0.066	na	na	na	na
2019-07-31	0.064	na	na	na	na	na	na	0.055	0.084	na	na	na	na
2019-08-01	0.105	na	na	na	na	na	na	0.098	0.124	na	na	na	na
2019-08-02	0.089	na	na	na	na	na	na	0.078	0.106	na	na	na	na
2019-08-03	0.080	na	na	na	na	na	na	0.074	0.095	na	na	na	na
2019-08-04	0.078	na	na	na	na	na	na	0.067	0.093	na	na	na	na
2019-08-05	0.065	na	na	na	na	na	na	0.060	0.084	na	na	na	na
2019-08-06	0.065	0.107	na	na	na	na	na	0.053	0.076	na	na	na	na
2019-08-07	0.058	0.110	0.029	na	na	na	na	0.050	0.070	na	na	na	na
2019-08-08	0.054	0.113	0.028	na	na	na	na	0.048	0.074	na	na	na	na
2019-08-09	0.055	0.112	0.024	na	na	na	na	0.045	0.073	na	na	na	na
2019-08-10	0.055	0.097	0.021	na	na	na	na	0.040	0.073	na	na	na	na
2019-08-11	0.045	0.097	0.017	na	na	na	na	0.035	na	na	na	na	na
2019-08-12	0.044	0.097	0.016	na	na	na	na	0.037	na	na	na	na	na
2019-08-13	0.041	0.095	0.013	na	na	na	na	0.033	na	na	na	na	na
2019-08-14	0.038	0.083	0.012	na	na	na	na	0.030	na	na	na	na	na
2019-08-15	0.040	0.093	0.014	na	na	na	na	0.032	na	na	na	na	na
2019-08-16	0.038	0.089	0.012	na	na	na	na	0.034	na	na	na	na	na
2019-08-17	0.037	0.097	0.011	na	na	na	na	0.033	na	na	na	na	na
2019-08-18	0.061	0.120	0.033	na	na	na	na	0.056	na	na	na	na	na
2019-08-19	0.092	0.158	0.066	na	na	na	na	0.091	na	na	na	na	na
2019-08-20	0.083	0.137	0.052	na	na	na	na	0.076	na	na	na	na	na
2019-08-21	0.079	0.139	0.049	na	na	na	na	0.073	na	na	na	na	na
2019-08-22	0.071	0.125	0.043	na	na	na	na	0.063	na	na	na	na	na
2019-08-23	0.065	0.112	0.035	na	na	na	na	0.052	na	na	na	na	na
2019-08-24	0.056	0.110	0.029	na	na	na	na	0.051	na	na	na	na	na
2019-08-25	0.053	0.107	0.024	na	na	na	na	0.049	na	na	na	na	na
2019-08-26	0.050	0.102	0.020	na	na	na	na	0.040	na	0.053	na	na	na
2019-08-27	0.061	0.105	0.030	na	na	na	na	0.055	na	0.065	na	na	na
2019-08-28	0.110	0.167	0.074	na	na	na	na	0.111	0.122	0.122	na	na	na
2019-08-29	0.093	0.163	0.064	na	na	na	na	0.089	0.119	0.107	na	na	na
2019-08-30	0.077	0.146	0.053	na	na	na	na	0.079	0.103	0.094	0.093	na	na
2019-08-31	0.068	0.131	0.043	na	na	na	na	0.071	0.087	0.080	0.078	na	na
2019-09-01	0.060	0.128	0.036	na	na	na	na	0.058	0.083	0.073	0.071	na	na
2019-09-02	0.057	0.114	0.030	na	na	na	na	0.051	0.077	0.061	0.063	na	na
2019-09-03	0.050	0.118	0.026	na	na	na	na	0.046	0.069	0.060	0.057	na	na
2019-09-04	0.052	0.113	0.027	na	na	na	na	0.050	0.070	0.060	0.059	na	na
2019-09-05	0.050	0.113	0.024	na	na	na	na	0.046	0.067	0.057	0.058	na	na
2019-09-06	0.042	0.101	0.019	na	na	na	na	0.041	0.062	0.049	0.048	na	na
2019-09-07	0.042	0.101	0.021	na	na	na	na	0.046	0.062	0.050	0.049	na	na
2019-09-08	0.046	0.106	0.024	na	na	na	na	0.043	0.065	0.056	0.052	na	na
2019-09-09	0.108	0.176	0.079	na	na	na	na	0.107	0.127	0.114	0.116	na	na
2019-09-10	0.158	0.223	0.128	na	na	na	na	0.168	0.188	0.169	0.176	na	na
2019-09-11	0.145	0.208	0.115	na	na	na	na	0.140	0.172	0.153	0.153	na	na
2019-09-12	0.133	0.190	0.104	na	na	na	na	0.137	0.167	0.144	0.151	na	na
2019-09-13	0.128	0.180	0.097	na	na	na	na	0.126	0.154	0.139	0.138	na	na
2019-09-14	0.111	0.184	0.091	na	na	na	na	0.115	0.139	0.125	0.128	na	na
2019-09-15	0.112	0.177	0.084	na	na	na	na	0.108	0.138	0.115	0.119	na	na
2019-09-16	0.101	0.176	0.080	na	na	na	na	0.105	0.129	0.112	0.116	na	na
2019-09-17	0.104	0.169	0.084	na	na	na	na	0.116	0.137	0.118	0.116	na	na
2019-09-18	0.112	0.191	0.088	na	na	na	na	0.112	0.149	0.120	0.125	na	na
2019-09-19	0.103	0.186	0.079	na	na	na	na	0.104	0.130	0.110	0.110	0.052	na
2019-09-20	0.095	0.153	0.074	na	na	na	na	0.100	0.130	0.108	0.109	0.055	na
2019-09-21	0.086	0.153	0.066	na	na	na	na	0.099	0.120	0.095	0.100	0.046	na
2019-09-22	0.086	0.154	0.060	na	na	na	na	0.086	0.114	0.090	0.095	0.038	na
2019-09-23	0.078	0.140	0.054	na	na	na	na	0.082	0.103	0.086	0.087	0.034	na
2019-09-24	0.077	0.136	0.051	na	na	na	na	0.082	0.106	0.082	0.084	0.029	na
2019-09-25	0.084	0.148	0.063	na	na	na	na	0.093	0.114	0.095	0.097	0.042	na
2019-09-26	0.091	0.162	0.068	na	na	na	na	0.098	0.123	0.099	0.103	0.051	na
2019-09-27	0.127	0.196	0.100	na	na	na	na	0.137	0.155	0.135	0.140	0.065	na
2019-09-28	0.158	0.223	0.128	na	na	na	na	0.164	0.188	0.168	0.168	0.093	na
2019-09-29	0.179	0.259	0.147	na	na	na	na	0.181	0.206	0.194	0.199	0.112	na
2019-09-30	0.192	0.272	0.168	na	na	na	na	0.200	0.239	0.214	0.228	0.120	na
2019-10-01	0.200	0.287	0.172	na	na	na	na	0.208	0.244	0.225	0.227	0.146	na
2019-10-02	0.208	0.293	0.182	na	na	na	na	0.225	0.254	0.225	0.240	0.139	na
2019-10-03	0.193	0.257	0.170	na	na	na	na	0.208	0.240	0.215	0.224	0.139	na
2019-10-04	0.197	0.261	0.167	na	na	na	na	0.194	0.235	0.208	0.218	0.125	na
2019-10-05	0.218	0.282	0.192	na	na	na	na	0.226	na	0.234	0.249	0.147	na
2019-10-06	0.202	0.268	0.171	na	na	na	na	0.204	na	0.223	0.223	0.132	na
2019-10-07	0.194	0.268	0.165	na	na	na	na	0.199	na	0.208	0.212	0.130	na
2019-10-08	0.197	0.255	0.168	na	na	na	na	0.197	na	0.209	0.222	0.132	na
2019-10-09	0.188	0.240	0.157	na	na	na	na	0.189	na	0.205	0.213	0.126	na
2019-10-10	0.195	0.243	0.165	na	na	na	na	0.196	0.233	0.205	0.216	0.124	na
2019-10-11	0.198	0.252	0.165	na	na	na	na	0.200	0.242	0.213	0.215	0.128	na
2019-10-12	0.190	0.244	0.155	na	na	na	na	0.200	0.232	0.206	0.211	0.126	na
2019-10-13	0.180	0.229	0.147	na	na	na	na	0.192	0.225	0.194	0.205	0.117	na
2019-10-14	0.182	0.236	0.137	na	na	na	na	0.184	0.226	0.192	0.197	0.109	na
2019-10-15	0.169	0.227	0.134	na	na	na	na	0.171	0.201	0.176	0.179	0.102	na
2019-10-16	0.199	0.250	0.161	na	na	na	na	0.205	0.227	0.208	0.215	na	na
2019-10-17	0.196	0.244	0.164	na	na	na	na	0.198	na	0.213	0.224	na	na
2019-10-18	0.201	0.253	0.162	na	na	na	na	0.198	na	0.207	0.217	na	na
2019-10-19	0.190	0.241	0.156	na	na	na	na	0.192	na	0.201	0.205	na	na
2019-10-20	0.176	0.219	0.147	na	na	na	na	0.186	na	0.190	0.198	na	na
2019-10-21	0.175	0.225	0.145	na	na	na	na	0.178	na	0.188	0.195	na	na
2019-10-22	0.174	0.222	0.140	na	na	na	na	0.179	na	0.185	0.189	na	na
2019-10-23	0.169	0.217	0.139	na	na	na	na	0.167	0.212	0.178	0.185	0.104	na
2019-10-24	0.168	0.217	0.138	na	na	na	na	0.174	0.209	0.180	0.182	0.109	na
2019-10-25	0.165	0.220	0.138	na	na	na	na	0.180	0.200	0.178	0.188	0.106	na
2019-10-26	0.165	0.238	0.132	na	na	na	na	0.171	0.199	0.181	0.188	0.101	na
2019-10-27	0.168	0.222	0.140	na	na	na	na	0.181	0.211	0.183	0.187	0.116	na
2019-10-28	0.171	0.226	0.134	na	na	na	na	0.178	0.203	0.179	0.179	0.101	na
2019-10-29	0.159	0.236	0.130	na	na	na	na	0.170	0.197	0.167	0.177	0.098	na
2019-10-30	0.152	0.231	0.131	na	na	na	na	0.158	0.188	0.163	0.176	0.100	na
2019-10-31	0.156	0.211	0.126	na	na	na	na	0.162	0.192	0.161	0.174	0.099	na
2019-11-01	0.156	0.226	0.127	na	na	na	na	0.158	0.186	0.165	0.172	0.091	na
2019-11-02	0.170	0.224	0.133	na	na	na	na	0.170	0.201	0.177	0.182	0.102	na
2019-11-03	0.193	0.250	0.155	na	na	na	na	0.198	0.220	0.211	0.214	0.124	na
2019-11-04	0.213	0.267	0.186	na	na	na	na	0.224	0.261	0.233	0.249	0.190	na
2019-11-05	0.212	0.281	0.189	na	na	na	na	0.228	0.259	0.237	0.247	0.257	na
2019-11-06	0.217	0.267	0.191	na	na	na	na	0.220	0.272	0.228	0.242	0.254	na
2019-11-07	0.213	0.259	0.185	na	na	na	na	0.220	0.259	0.228	0.237	0.257	na
2019-11-08	0.203	0.257	0.177	na	na	na	na	0.210	0.252	0.220	0.224	0.246	na
2019-11-09	0.203	0.269	0.190	na	na	na	na	0.217	0.258	0.234	0.238	0.256	na
2019-11-10	0.209	0.272	0.188	na	na	na	na	0.229	0.276	0.230	0.233	0.262	na
2019-11-11	0.205	0.259	0.181	na	na	na	na	0.216	0.257	0.224	0.232	0.248	na
2019-11-12	0.203	0.254	0.179	na	na	na	na	0.218	0.245	0.219	0.223	0.252	na
2019-11-13	0.201	0.273	0.174	na	na	na	na	0.205	0.239	0.222	0.221	0.226	na
2019-11-14	0.191	0.241	0.160	na	na	na	na	0.183	0.228	0.197	0.209	0.218	na
2019-11-15	0.193	0.246	0.165	na	na	na	na	0.197	0.241	0.209	0.217	0.230	na
2019-11-16	0.206	0.258	0.180	na	na	na	na	0.207	0.255	0.224	0.227	0.258	na
2019-11-17	0.205	0.262	0.185	na	na	na	na	0.206	0.264	0.226	na	0.256	na
2019-11-18	0.203	0.262	0.186	na	na	na	na	0.216	0.259	0.227	na	0.249	na
2019-11-19	0.196	0.246	0.176	na	na	na	na	0.202	0.241	0.211	na	0.242	na
2019-11-20	0.222	0.275	0.199	na	na	na	na	0.226	0.273	0.236	na	0.264	na
2019-11-21	0.232	0.281	0.196	na	na	na	na	0.232	0.277	0.244	na	0.268	na
2019-11-22	0.213	0.271	0.188	na	na	na	na	0.223	na	0.237	na	0.254	na
2019-11-23	0.199	0.260	0.179	na	na	na	na	0.206	na	0.221	na	0.247	na
2019-11-24	na	0.275	0.183	na	na	na	na	0.222	0.248	0.225	na	0.240	na
2019-11-25	na	0.261	0.181	na	na	na	na	0.211	0.251	0.220	na	0.251	na
2019-11-26	na	0.265	0.179	na	na	na	na	0.208	na	0.229	na	0.250	na
2019-11-27	0.225	0.265	0.180	na	na	na	na	na	na	0.223	na	0.254	na
2019-11-28	0.221	0.267	0.184	na	na	na	na	0.218	0.252	0.228	na	0.246	na
2019-11-29	0.214	0.252	0.178	na	na	na	na	0.219	0.260	0.224	na	0.252	na
2019-11-30	0.202	0.243	0.172	na	na	na	na	0.199	0.250	0.208	na	0.223	na
2019-12-01	0.203	0.259	0.171	na	na	na	na	0.199	0.248	0.206	na	0.241	na
2019-12-02	0.200	0.264	0.173	na	na	na	na	0.202	0.252	0.220	na	0.246	na
2019-12-03	0.201	0.254	0.176	na	na	na	na	0.204	0.254	0.215	0.219	0.232	na
2019-12-04	0.195	0.254	0.166	na	na	na	na	0.202	0.243	0.206	0.213	0.228	na
2019-12-05	0.196	0.264	0.169	na	na	na	na	0.202	0.242	0.215	0.216	0.231	na
2019-12-06	0.219	0.282	0.182	na	na	na	na	0.215	0.261	0.229	0.235	0.247	na
2019-12-07	0.229	0.267	0.195	na	na	na	na	0.224	0.279	0.243	0.246	0.264	na
2019-12-08	0.217	0.266	0.185	na	na	na	na	0.220	0.259	0.234	0.243	0.247	na
2019-12-09	0.219	na	0.184	na	na	na	na	0.226	0.267	0.233	0.234	0.246	na
2019-12-10	0.199	0.274	0.182	na	na	na	na	0.217	0.269	0.218	0.234	0.264	na
2019-12-11	0.209	na	0.180	na	na	na	na	0.215	0.254	0.222	0.232	0.238	na
2019-12-12	0.224	na	0.196	na	na	na	na	0.230	0.282	0.241	0.248	0.258	na
2019-12-13	0.224	0.276	0.185	na	na	na	na	0.212	0.269	0.242	0.241	0.270	na
2019-12-14	0.233	0.288	0.195	na	na	na	na	0.222	0.269	0.236	0.252	0.260	na
2019-12-15	0.233	0.299	0.202	na	na	na	na	0.243	0.276	0.249	0.263	0.267	na
2019-12-16	0.231	0.280	0.191	na	na	na	na	0.227	0.270	0.238	0.242	0.271	na
2019-12-17	0.216	0.246	0.180	na	na	na	na	0.208	0.253	0.223	0.234	0.228	na
2019-12-18	0.213	0.274	0.183	na	na	na	na	0.213	0.255	0.229	0.229	0.228	na
2019-12-19	0.210	0.267	0.177	na	na	na	na	0.214	0.266	0.221	0.223	0.239	na
2019-12-20	0.207	0.264	0.169	na	na	na	na	0.207	0.252	0.224	0.220	0.236	na
2019-12-21	0.222	0.284	0.191	na	na	na	na	0.226	0.271	0.236	0.242	0.248	na
2019-12-22	0.213	0.290	0.192	na	na	na	na	0.220	0.279	0.239	0.246	0.258	na
2019-12-23	0.217	0.265	0.180	na	na	na	na	0.212	0.262	0.230	0.228	0.237	na
2019-12-24	0.194	0.249	0.172	na	na	na	na	0.211	0.246	0.221	0.221	0.223	na
2019-12-25	0.214	0.267	0.181	na	na	na	na	0.207	0.264	0.222	0.225	0.249	na
2019-12-26	0.206	0.256	0.183	na	na	na	na	0.216	0.258	0.224	0.228	0.256	na
2019-12-27	0.208	0.274	0.186	na	na	na	na	0.212	0.257	0.223	0.227	0.234	na
2019-12-28	0.200	0.254	0.176	na	na	na	na	0.205	0.256	0.219	0.229	0.244	na
2019-12-29	0.206	0.254	0.176	na	na	na	na	0.209	0.249	0.212	0.218	0.250	na
2019-12-30	0.200	0.248	0.165	na	na	na	na	0.194	0.247	0.208	0.215	0.224	na
2019-12-31	0.204	0.267	0.175	na	na	na	na	0.206	0.260	0.216	0.226	0.226	na
2020-01-01	0.190	0.238	0.169	na	na	na	na	0.202	0.259	0.203	0.213	0.231	na
2020-01-02	0.187	0.256	0.166	na	na	na	na	0.190	0.254	0.206	0.209	0.204	na
2020-01-03	0.204	0.283	0.173	na	na	na	na	0.208	0.260	0.221	0.229	0.243	na
2020-01-04	0.213	0.287	0.184	na	na	na	na	0.216	0.261	0.227	0.234	0.258	na
2020-01-05	0.214	0.271	0.186	na	na	na	na	0.206	0.266	0.231	0.233	0.234	na
2020-01-06	0.208	0.279	0.180	na	na	na	na	0.211	0.255	0.224	0.233	0.234	na
2020-01-07	0.215	0.258	0.171	na	na	na	na	0.210	0.259	0.216	0.228	0.218	na
2020-01-08	0.214	0.259	0.190	na	na	na	na	0.219	0.266	0.234	0.235	0.245	na
2020-01-09	0.238	0.296	0.196	na	na	na	na	0.237	0.284	0.247	0.259	0.271	na
2020-01-10	0.246	0.295	0.211	na	na	na	na	0.250	0.311	0.258	0.267	0.269	na
2020-01-11	0.228	0.286	0.200	na	na	na	na	0.232	0.281	0.244	0.252	0.257	na
2020-01-12	0.226	0.270	0.190	na	na	na	na	0.216	0.273	0.230	0.241	0.256	na
2020-01-13	0.214	0.273	0.191	na	na	na	na	0.221	0.283	0.240	0.242	0.258	na
2020-01-14	0.221	0.299	0.188	na	na	na	na	0.215	0.284	0.231	0.240	0.246	na
2020-01-15	0.211	0.251	0.177	na	na	na	na	0.212	0.251	0.225	0.234	0.238	na
2020-01-16	0.207	0.261	0.176	na	na	na	na	0.214	0.253	0.221	0.228	0.222	na
2020-01-17	0.202	0.266	0.177	na	na	na	na	0.217	0.257	0.216	0.226	0.233	na
2020-01-18	0.204	0.257	0.169	na	na	na	na	0.205	0.250	0.210	0.222	0.218	na
2020-01-19	0.200	0.259	0.172	na	na	na	na	0.207	0.254	0.215	0.220	0.242	na
2020-01-20	0.191	0.265	0.164	na	na	na	na	0.189	0.246	0.203	0.210	0.210	na
2020-01-21	0.192	0.255	0.158	na	na	na	na	0.188	0.250	0.196	0.206	0.203	na
2020-01-22	0.196	0.259	0.167	na	na	na	na	0.201	0.251	0.206	0.213	0.236	na
2020-01-23	0.190	0.237	0.161	na	na	na	na	0.191	0.254	0.200	0.217	0.227	na
2020-01-24	0.200	0.259	0.169	na	na	na	na	0.200	0.250	0.211	0.214	0.218	na
2020-01-25	0.200	0.272	0.174	na	na	na	na	0.201	0.255	0.216	0.224	0.235	na
2020-01-26	0.204	0.260	0.175	na	na	na	na	0.204	0.259	0.214	0.219	0.235	na
2020-01-27	0.203	0.269	0.170	na	na	na	na	0.212	0.249	0.215	0.228	0.227	na
2020-01-28	0.222	0.276	0.193	na	na	na	na	0.231	0.284	0.246	0.242	0.258	na
2020-01-29	0.226	0.270	0.197	na	na	na	na	0.243	0.276	0.247	0.256	0.257	na
2020-01-30	0.227	0.274	0.191	na	na	na	na	0.223	0.282	0.240	0.255	0.247	na
2020-01-31	0.226	0.293	0.199	na	na	na	na	0.239	0.291	0.250	0.257	0.262	na
2020-02-01	0.236	0.272	0.205	na	na	na	na	0.251	0.294	0.251	0.259	0.260	na
2020-02-02	0.234	0.297	0.199	na	na	na	na	0.246	0.298	0.249	0.256	0.268	na
2020-02-03	0.234	0.277	0.199	na	na	na	na	0.225	0.283	0.248	0.253	0.271	na
2020-02-04	0.224	0.268	0.195	na	na	na	na	0.221	0.280	0.246	0.250	0.261	na
2020-02-05	0.221	0.255	0.189	na	na	na	na	0.221	0.273	0.224	0.242	0.242	na
2020-02-06	0.222	0.279	0.189	na	na	na	na	0.231	0.289	0.230	0.239	0.240	na
2020-02-07	0.213	0.261	0.184	na	na	na	na	0.215	0.275	0.231	0.234	0.247	na
2020-02-08	0.209	0.262	0.179	na	na	na	na	0.216	0.261	0.229	0.246	0.240	na
2020-02-09	0.213	0.259	0.174	na	na	na	na	0.215	0.261	0.222	0.227	0.228	na
2020-02-10	0.241	0.285	0.202	na	na	na	na	0.235	0.276	0.256	0.257	0.260	na
2020-02-11	0.228	0.278	0.204	na	na	na	na	0.236	0.295	0.254	0.251	0.249	na
2020-02-12	0.227	0.276	0.197	na	na	na	na	0.235	0.285	0.235	0.248	0.256	na
2020-02-13	0.222	0.279	0.192	na	na	na	na	0.225	0.268	0.242	0.243	0.259	na
2020-02-14	0.222	0.284	0.200	na	na	na	na	0.228	0.275	0.245	0.250	0.269	na
2020-02-15	0.214	0.276	0.190	na	na	na	na	0.210	0.274	0.231	0.245	0.249	na
2020-02-16	0.212	0.268	0.185	na	na	na	na	0.224	0.267	0.232	0.243	0.246	na
2020-02-17	0.217	0.267	0.178	na	na	na	na	0.217	0.268	0.218	0.235	0.252	na
2020-02-18	0.210	0.254	0.177	na	na	na	na	0.207	0.271	0.218	0.235	0.233	na
2020-02-19	0.218	0.274	0.179	na	na	na	na	0.215	0.255	0.219	0.235	0.238	na
2020-02-20	0.220	0.264	0.186	na	na	na	na	0.218	0.263	0.232	0.241	0.249	na
2020-02-21	0.236	0.269	0.196	na	na	na	na	0.238	0.298	0.245	0.245	0.260	na
2020-02-22	0.215	0.256	0.182	na	na	na	na	0.224	0.270	0.227	0.238	0.247	na
2020-02-23	0.232	0.269	0.200	na	na	na	na	0.239	0.287	0.249	0.254	0.260	na
2020-02-24	0.240	0.299	0.214	na	na	na	na	0.251	0.297	0.261	0.273	0.301	na
2020-02-25	0.258	0.307	0.218	na	na	na	na	0.250	0.307	0.272	0.276	0.270	na
2020-02-26	0.237	0.296	0.221	na	na	na	na	0.247	0.315	0.270	0.278	0.295	na
2020-02-27	0.236	0.283	0.209	na	na	na	na	0.246	0.295	0.256	0.264	0.281	na
2020-02-28	0.227	0.272	0.198	na	na	na	na	0.238	0.280	0.242	0.253	0.261	na
2020-02-29	0.245	0.283	0.209	na	na	na	na	0.243	0.295	0.256	0.271	0.255	na
2020-03-01	0.236	0.271	0.200	na	na	na	na	0.244	0.293	0.249	0.258	0.283	na
2020-03-02	0.244	0.264	0.206	na	na	na	na	0.246	0.299	0.247	0.257	0.277	na
2020-03-03	0.235	0.293	0.209	na	na	na	na	0.254	0.305	0.263	0.262	0.263	na
2020-03-04	0.232	0.285	0.197	na	na	na	na	0.239	0.283	0.244	0.253	0.257	na
2020-03-05	0.225	0.289	0.189	na	na	na	na	0.215	0.282	0.242	0.242	0.253	na
2020-03-06	0.245	0.293	0.213	na	na	na	na	0.256	0.305	0.256	0.266	0.272	na
2020-03-07	0.240	0.280	0.201	na	na	na	na	0.252	0.292	0.252	0.254	0.279	na
2020-03-08	0.229	0.269	0.191	na	na	na	na	0.228	0.278	0.237	0.247	0.256	na
2020-03-09	0.226	0.269	0.196	na	na	na	na	0.230	0.288	0.240	0.251	0.248	na
2020-03-10	0.218	0.270	0.195	na	na	na	na	0.220	0.279	0.238	0.247	0.243	na
2020-03-11	0.232	0.267	0.207	na	na	na	na	0.232	0.286	0.250	0.261	0.270	na
2020-03-12	0.242	0.286	0.210	na	na	na	na	0.252	0.289	0.259	0.270	0.277	na
2020-03-13	0.231	0.263	0.204	na	na	na	na	0.237	0.303	0.257	0.257	0.273	na
2020-03-14	0.219	0.252	0.192	na	na	na	na	0.223	0.271	0.233	0.233	0.266	na
2020-03-15	0.211	0.256	0.177	na	na	na	na	0.216	0.257	0.227	0.234	0.253	na
2020-03-16	0.208	0.249	0.178	na	na	na	na	0.206	0.274	0.218	0.233	0.229	na
2020-03-17	0.201	0.243	0.168	na	na	na	na	0.200	0.261	0.213	0.221	0.208	na
2020-03-18	0.190	0.222	0.163	na	na	na	na	0.192	0.251	0.206	0.211	0.208	na
2020-03-19	0.196	0.239	0.162	na	na	na	na	0.205	0.244	0.206	0.213	0.217	na
2020-03-20	0.192	0.233	0.162	na	na	na	na	0.192	0.245	0.200	0.204	0.223	na
2020-03-21	0.186	0.230	0.156	na	na	na	na	0.190	0.235	0.196	0.201	0.208	na
2020-03-22	0.175	0.236	0.151	na	na	na	na	0.187	0.235	0.190	0.187	0.181	na
2020-03-23	0.172	0.231	0.142	na	na	na	na	0.179	0.215	0.181	0.186	0.205	na
2020-03-24	0.165	0.218	0.140	na	na	na	na	0.172	0.220	0.178	0.173	0.199	na
2020-03-25	0.156	0.216	0.138	na	na	na	na	0.163	0.223	0.175	0.180	0.207	na
2020-03-26	0.159	0.211	0.127	na	na	na	na	0.170	0.212	0.165	0.167	0.177	na
2020-03-27	0.166	0.202	0.123	na	na	na	na	0.163	0.210	0.164	0.161	0.172	na
2020-03-28	0.146	0.213	0.123	na	na	na	na	0.158	0.211	0.166	0.168	0.161	na
2020-03-29	0.155	0.202	0.127	na	na	na	na	0.158	0.205	0.160	0.158	0.170	na
2020-03-30	0.153	0.213	0.128	na	na	na	na	0.160	0.202	0.161	0.166	0.184	na
2020-03-31	0.161	0.197	0.128	na	na	na	na	0.157	0.208	0.168	0.168	0.180	na
2020-04-01	0.150	0.202	0.126	na	na	na	na	0.158	0.209	0.163	0.166	0.172	na
2020-04-02	0.153	0.200	0.118	na	na	na	na	0.153	0.193	0.159	0.162	0.169	na
2020-04-03	0.152	0.213	0.118	na	na	na	na	0.150	0.204	0.153	0.156	0.169	na
2020-04-04	0.140	0.188	0.108	na	na	na	na	0.146	0.188	0.147	0.147	0.154	na
2020-04-05	0.132	0.188	0.101	na	na	na	na	0.138	0.185	0.134	0.138	0.141	na
2020-04-06	0.124	0.168	0.093	na	na	na	na	0.129	0.180	0.127	0.130	0.145	na
2020-04-07	0.121	0.171	0.092	na	na	na	na	0.118	0.162	0.124	0.124	0.134	na
2020-04-08	0.114	0.168	0.086	na	na	na	na	0.115	0.160	0.122	0.121	0.121	na
2020-04-09	0.116	0.164	0.084	na	na	na	na	0.110	0.161	0.116	0.121	0.121	na
2020-04-10	0.104	0.147	0.078	na	na	na	na	0.112	0.154	0.111	0.114	0.123	na
2020-04-11	0.103	0.152	0.073	na	na	na	na	0.100	0.145	0.105	0.101	0.111	na
2020-04-12	0.099	0.138	0.071	na	na	na	na	0.093	0.149	0.103	0.099	0.111	na
2020-04-13	0.108	0.159	0.080	na	na	na	na	0.105	0.150	0.112	0.109	0.117	na
2020-04-14	0.096	0.146	0.073	na	na	na	na	0.094	0.138	0.102	0.104	0.101	na
2020-04-15	0.095	0.148	0.069	na	na	na	na	0.093	0.140	0.098	0.099	0.106	na
2020-04-16	0.094	0.144	0.068	na	na	na	na	0.090	0.139	0.098	0.098	0.109	na
2020-04-17	0.093	0.147	0.066	na	na	na	na	0.084	0.132	0.092	0.091	0.111	na
2020-04-18	0.084	0.133	0.063	na	na	na	na	0.082	0.126	0.090	0.092	0.093	na
2020-04-19	0.081	0.121	0.057	na	na	na	na	0.075	0.120	0.085	0.087	0.090	na
2020-04-20	0.078	0.123	0.055	na	na	na	na	0.071	0.114	0.080	0.082	0.085	na
2020-04-21	0.077	0.126	0.049	na	na	na	na	0.072	0.109	0.082	0.080	0.088	na
2020-04-22	0.079	0.126	0.051	na	na	na	na	0.075	0.115	0.084	0.083	0.088	na
2020-04-23	0.073	0.106	0.048	na	na	na	na	0.071	0.104	0.081	0.083	0.085	na
2020-04-24	0.071	0.115	0.049	na	na	na	na	0.076	0.110	0.083	0.081	0.089	na
2020-04-25	0.071	0.118	0.047	na	na	na	na	0.072	0.108	0.081	0.080	0.082	na
2020-04-26	0.074	0.116	0.044	na	na	na	na	0.067	0.102	0.076	0.075	0.083	na
2020-04-27	0.071	0.107	0.044	na	na	na	na	0.066	0.107	0.079	0.076	0.081	na
2020-04-28	0.069	0.107	0.040	na	na	na	na	0.066	0.100	0.074	0.073	0.077	na
2020-04-29	0.073	0.114	0.048	na	na	na	na	0.068	0.107	0.081	0.079	0.086	na
2020-04-30	0.084	0.122	0.058	na	na	na	na	0.083	0.128	0.093	0.093	0.098	na
2020-05-01	0.091	0.126	0.063	na	na	na	na	0.084	0.121	0.099	0.098	0.094	na
2020-05-02	0.079	0.117	0.056	na	na	na	na	0.076	0.111	0.089	0.088	0.089	na
2020-05-03	0.077	0.119	0.056	na	na	na	na	0.075	0.112	0.086	0.089	0.091	na
2020-05-04	0.083	0.130	0.060	na	na	na	na	0.079	0.119	0.090	0.089	0.095	na
2020-05-05	0.086	0.134	0.060	na	na	na	na	0.080	0.119	0.090	0.092	0.096	na
2020-05-06	0.078	0.115	0.055	na	na	na	na	0.073	0.112	0.086	0.090	0.083	na
2020-05-07	0.070	0.120	0.050	na	na	na	na	0.069	0.100	0.080	0.081	0.078	na
2020-05-08	0.069	0.116	0.045	na	na	na	na	0.067	0.099	0.079	0.078	0.081	na
2020-05-09	0.071	0.108	0.044	na	na	na	na	0.066	0.094	0.074	0.077	0.081	na
2020-05-10	0.067	0.103	0.040	na	na	na	na	0.059	0.095	0.076	0.077	0.071	na
2020-05-11	0.093	0.135	0.070	na	na	na	na	0.089	0.127	0.102	0.103	0.099	na
