date	CRNS_1	CRNS_2	CRNS_4	CRNS_9	CRNS_11	CRNS_12	CRNS_13	CRNS_21	CRNS_22	CRNS_26	CRNS_27	CRNS_28	CRNS_30
2022-01-27	0.253	0.268	0.218	na	0.197	na	na	0.238	0.288	0.255	0.260	na	na
2022-01-28	0.245	0.244	0.206	na	0.188	na	na	0.228	0.277	0.242	0.249	na	na
2022-01-29	0.251	0.251	0.219	na	0.198	na	na	0.240	0.303	0.258	0.260	na	na
2022-01-30	0.244	0.245	0.212	na	0.191	na	na	0.239	0.285	0.261	0.259	na	na
2022-01-31	0.242	0.253	0.201	na	0.185	na	na	0.222	0.272	0.238	0.242	na	na
2022-02-01	na	0.259	0.207	na	0.188	na	na	0.227	0.275	0.245	0.243	na	na
2022-02-02	na	0.251	0.209	na	0.189	na	na	0.242	0.275	0.249	0.248	na	na
2022-02-03	na	0.258	0.227	na	0.197	na	na	0.247	0.303	0.263	0.267	na	na
2022-02-04	0.267	na	na	na	0.206	na	na	0.257	0.304	0.277	0.277	na	na
2022-02-05	0.259	0.258	0.216	na	0.202	na	na	0.245	0.302	0.265	0.265	na	na
2022-02-06	0.266	0.266	0.229	na	0.200	na	na	0.256	0.309	0.272	0.279	na	na
2022-02-07	0.250	0.259	0.228	na	0.203	na	na	0.254	0.309	0.268	0.270	na	na
2022-02-08	0.246	0.253	0.219	na	0.199	na	na	0.246	0.287	0.256	0.261	na	na
2022-02-09	0.262	0.268	0.221	na	0.202	na	na	0.256	0.287	0.260	0.263	na	na
2022-02-10	0.267	na	0.219	na	0.197	na	na	0.252	0.298	0.257	0.259	na	na
2022-02-11	0.257	0.241	0.219	na	0.198	na	na	0.247	0.296	0.259	0.249	na	na
2022-02-12	0.250	0.245	0.215	na	0.191	na	na	0.244	0.287	0.241	0.250	na	na
2022-02-13	0.246	0.257	0.214	na	0.188	na	na	0.241	0.286	0.245	0.253	na	na
2022-02-14	0.238	0.258	0.215	na	0.195	na	na	0.238	0.287	0.254	0.255	na	na
2022-02-15	0.233	0.250	0.203	na	0.185	na	na	0.227	0.277	0.234	0.251	na	na
2022-02-16	0.245	0.257	0.212	na	0.190	na	na	0.228	0.280	0.244	0.250	na	na
2022-02-17	0.257	0.251	0.223	na	0.207	na	na	0.249	0.297	0.269	0.271	na	na
2022-02-18	0.251	0.262	0.223	na	0.202	na	na	0.244	0.301	0.262	0.265	na	na
2022-02-19	0.252	0.270	0.222	na	0.203	na	na	0.257	0.307	0.267	0.266	na	na
2022-02-20	0.267	0.259	0.230	na	0.207	na	na	0.249	0.298	0.271	0.279	na	na
2022-02-21	0.276	0.275	0.247	na	0.215	na	na	0.277	0.330	0.288	0.282	na	na
2022-02-22	0.262	0.266	0.237	na	0.207	na	na	0.262	0.303	0.283	0.272	na	na
2022-02-23	0.264	0.260	0.222	na	0.205	na	na	0.256	0.292	0.268	0.266	na	na
2022-02-24	0.253	0.261	0.222	na	0.200	na	na	0.241	0.294	0.261	0.258	na	na
2022-02-25	0.248	0.266	0.221	na	0.196	na	na	0.243	0.305	0.267	0.251	na	na
2022-02-26	0.248	0.259	0.206	na	0.192	na	na	0.248	0.283	0.257	0.247	na	na
2022-02-27	0.235	0.241	0.210	na	0.184	na	na	0.244	0.273	0.237	0.252	na	na
2022-02-28	0.227	0.249	0.208	na	0.177	na	na	0.226	0.271	0.244	0.245	na	na
2022-03-01	0.221	0.228	0.197	na	0.172	na	na	0.217	0.264	0.225	0.235	na	na
2022-03-02	0.226	0.247	0.197	na	0.173	na	na	0.221	0.271	0.224	0.230	na	na
2022-03-03	0.221	0.250	0.199	na	0.177	na	na	0.215	0.272	0.234	0.237	na	na
2022-03-04	0.225	0.257	0.199	na	0.174	na	na	0.218	0.266	0.227	0.230	na	na
2022-03-05	0.230	0.250	0.196	na	0.176	na	na	0.221	0.260	0.230	0.233	na	na
2022-03-06	0.224	0.240	0.199	na	0.175	na	na	0.222	0.269	0.221	0.233	na	na
2022-03-07	0.216	0.249	0.193	na	0.178	na	na	0.217	0.277	0.231	0.223	na	na
2022-03-08	0.214	0.236	0.182	na	0.168	na	na	0.207	0.254	0.222	0.221	na	na
2022-03-09	0.209	0.244	0.183	na	0.165	na	na	0.212	0.256	0.219	0.220	na	na
2022-03-10	0.206	0.234	0.175	na	0.162	na	na	0.194	0.250	0.208	0.207	na	na
2022-03-11	0.196	0.219	0.176	na	0.156	na	na	0.197	0.240	0.212	0.198	na	na
2022-03-12	0.188	0.214	0.166	na	0.152	na	na	0.194	0.241	0.194	0.191	na	na
2022-03-13	0.182	0.219	0.160	na	0.146	na	na	0.173	0.227	0.189	0.193	na	na
2022-03-14	0.183	0.225	0.163	na	0.148	na	na	0.181	0.219	0.190	0.189	na	na
2022-03-15	0.181	0.225	0.162	na	0.147	na	na	0.172	0.227	0.182	0.188	na	na
2022-03-16	0.184	0.216	0.162	na	0.149	na	na	0.181	0.223	0.188	0.188	na	na
2022-03-17	0.190	0.215	0.163	na	0.149	na	na	0.182	0.230	0.181	0.186	na	na
2022-03-18	0.179	0.212	0.153	na	0.138	na	na	0.180	0.210	0.177	0.181	na	na
2022-03-19	0.168	0.214	0.149	na	0.137	na	na	0.164	0.208	0.164	0.168	na	na
2022-03-20	0.173	0.207	0.147	na	0.133	na	na	0.166	0.196	0.167	0.163	na	na
2022-03-21	0.161	0.186	0.139	na	0.126	na	na	0.154	0.199	0.159	0.155	na	na
2022-03-22	0.153	0.197	0.133	na	0.120	na	na	0.146	0.186	0.153	0.147	na	na
2022-03-23	0.146	0.185	0.134	na	0.122	na	na	0.142	0.191	0.148	0.151	na	na
2022-03-24	0.140	0.198	0.134	na	0.119	na	na	0.141	0.188	0.147	0.148	na	na
2022-03-25	0.149	0.187	0.132	na	0.118	na	na	0.141	0.183	0.142	0.146	na	na
2022-03-26	0.149	0.188	0.132	na	0.113	na	na	0.140	0.176	0.140	0.145	na	na
2022-03-27	0.144	0.196	0.128	na	0.112	na	na	0.142	0.186	0.138	0.141	na	na
2022-03-28	0.144	0.190	0.127	na	0.113	na	na	0.131	0.182	0.142	0.137	na	na
2022-03-29	0.142	0.178	0.123	na	0.111	na	na	0.132	0.179	0.140	0.133	na	na
2022-03-30	0.134	0.185	0.125	na	0.111	na	na	0.132	0.172	0.136	0.135	na	na
2022-03-31	0.136	0.173	0.122	na	0.106	na	na	0.127	0.179	0.135	0.128	na	na
2022-04-01	0.132	0.185	0.125	na	0.106	na	na	0.126	0.165	0.131	0.129	na	na
2022-04-02	0.133	0.177	0.120	na	0.099	na	na	0.125	0.165	0.128	0.127	na	na
2022-04-03	0.121	0.177	0.114	na	0.096	na	na	0.112	0.153	0.122	0.116	na	na
2022-04-04	0.141	0.185	0.125	na	0.111	na	na	0.133	0.176	0.137	0.131	na	na
2022-04-05	0.178	0.208	0.157	na	0.137	na	na	0.163	0.209	0.171	0.173	na	na
2022-04-06	0.188	0.218	0.171	na	0.154	na	na	0.180	0.232	0.191	0.188	na	na
2022-04-07	0.187	na	0.173	na	0.154	na	na	0.181	0.225	0.194	0.195	na	na
2022-04-08	0.215	na	0.190	na	0.164	na	na	0.204	0.252	0.221	0.213	na	na
2022-04-09	0.195	0.241	0.183	na	0.159	na	na	0.198	0.253	0.208	0.201	na	na
2022-04-10	0.189	0.222	0.174	na	0.153	na	na	0.192	0.236	0.195	0.196	na	na
2022-04-11	0.184	0.223	0.169	na	0.147	na	na	0.181	0.225	0.195	0.193	na	na
2022-04-12	0.176	0.221	0.162	na	0.141	na	na	0.172	0.216	0.180	0.180	na	na
2022-04-13	0.166	0.202	0.149	na	0.131	na	na	0.155	0.195	0.172	0.167	na	na
2022-04-14	0.178	0.227	0.162	na	0.144	na	na	0.175	0.217	0.183	0.176	na	na
2022-04-15	0.205	0.227	0.183	na	0.157	na	na	0.191	0.242	0.203	0.203	na	na
2022-04-16	0.181	0.205	0.168	na	0.144	na	na	0.175	0.218	0.185	0.185	na	na
2022-04-17	0.173	0.210	0.163	na	0.140	na	na	0.168	0.210	0.173	0.174	na	na
2022-04-18	0.157	0.212	0.151	na	0.130	na	na	0.156	0.192	0.158	0.168	na	na
2022-04-19	0.157	0.200	0.145	na	0.125	na	na	0.151	0.197	0.155	0.159	na	na
2022-04-20	0.148	0.195	0.140	na	0.119	na	na	0.140	0.184	0.155	0.155	na	na
2022-04-21	0.146	0.204	0.139	na	0.120	na	na	0.149	0.193	0.155	0.152	na	na
2022-04-22	0.151	0.190	0.141	na	0.119	na	na	0.145	0.190	0.154	0.155	na	na
2022-04-23	0.137	0.186	0.125	na	0.109	na	na	0.133	0.164	0.134	0.139	na	na
2022-04-24	0.131	0.176	0.124	na	0.107	na	na	0.127	0.165	0.139	0.136	na	na
2022-04-25	0.128	0.181	0.117	na	0.101	na	na	0.123	0.158	0.130	0.134	na	na
2022-04-26	0.116	0.171	0.106	na	0.093	na	na	0.112	0.151	0.116	0.115	na	na
2022-04-27	0.111	0.162	0.102	na	0.087	na	na	0.103	0.136	0.112	0.110	na	na
2022-04-28	0.104	0.171	0.098	na	0.082	na	na	0.104	0.144	0.110	0.110	na	na
2022-04-29	0.103	0.149	0.094	na	0.077	na	na	0.092	0.127	0.104	0.107	na	na
2022-04-30	0.100	0.146	0.090	na	0.074	na	na	0.088	0.123	0.100	0.100	na	na
2022-05-01	0.092	0.147	0.090	na	0.074	na	na	0.087	0.122	0.096	0.097	na	na
2022-05-02	0.096	0.152	0.088	na	0.073	na	na	0.087	0.132	0.096	0.102	na	na
2022-05-03	0.091	0.139	0.084	na	0.068	na	na	0.083	0.119	0.096	0.099	na	na
2022-05-04	0.087	0.138	0.079	na	0.066	na	na	0.080	0.113	0.091	0.093	na	na
2022-05-05	0.091	0.137	0.077	na	0.064	na	na	0.078	0.116	0.085	0.089	na	na
2022-05-06	0.086	na	0.078	na	0.063	na	na	0.075	0.109	0.086	0.097	na	na
2022-05-07	0.085	na	0.074	na	0.063	na	na	0.074	0.106	0.085	0.092	na	na
2022-05-08	0.079	na	0.072	na	0.056	na	na	0.065	0.097	0.080	0.089	na	na
2022-05-09	0.074	na	0.067	na	0.053	na	na	0.063	0.093	0.079	0.078	na	na
2022-05-10	0.073	na	0.066	na	0.053	na	na	0.061	0.095	0.078	0.084	na	na
2022-05-11	0.079	na	0.064	0.119	0.056	0.051	0.099	0.065	0.097	0.082	0.084	na	na
2022-05-12	0.082	0.121	0.073	0.125	0.064	0.055	0.107	0.071	0.106	0.086	0.092	na	na
2022-05-13	0.080	0.115	0.067	0.121	0.058	0.055	0.101	0.068	0.099	0.083	0.086	na	na
2022-05-14	0.073	0.122	0.065	0.115	0.054	0.048	0.097	0.062	0.093	0.078	0.081	na	na
2022-05-15	0.071	0.112	0.061	0.111	0.052	0.047	0.096	0.057	0.086	0.075	0.080	na	na
2022-05-16	0.071	0.106	0.057	0.107	0.049	0.043	0.091	0.057	0.085	0.073	0.073	na	na
2022-05-17	0.095	0.125	0.085	0.139	0.075	0.062	0.113	0.083	0.118	0.104	0.104	na	na
2022-05-18	0.089	0.136	0.082	0.142	0.072	0.064	0.112	0.081	0.114	0.100	0.104	na	na
2022-05-19	0.086	0.123	0.071	0.127	0.063	0.057	0.106	0.067	0.107	0.088	0.096	na	na
2022-05-20	0.087	0.132	0.074	0.131	0.067	0.061	0.108	0.075	0.111	0.095	0.099	na	na
2022-05-21	0.109	0.140	0.103	0.163	0.092	0.083	0.136	0.100	0.142	0.123	0.125	na	na
2022-05-22	0.100	0.137	0.091	0.156	0.081	0.075	0.125	0.087	0.125	0.107	0.111	na	na
2022-05-23	0.094	0.129	0.084	0.150	0.075	0.070	0.120	0.075	0.113	0.102	0.100	na	na
2022-05-24	0.091	0.136	0.084	0.142	0.074	0.068	0.115	0.078	0.115	0.098	0.102	na	na
2022-05-25	0.078	0.120	0.071	0.129	0.063	0.062	0.108	0.066	0.099	0.087	0.088	na	na
2022-05-26	0.073	0.123	0.069	0.123	0.057	0.057	0.100	0.067	0.099	0.081	0.082	na	na
2022-05-27	0.086	0.122	0.079	0.138	0.068	0.063	0.112	0.069	0.110	0.091	0.095	na	na
2022-05-28	0.093	0.129	0.080	0.144	0.071	0.071	0.119	0.081	0.115	0.098	0.100	na	na
2022-05-29	0.089	0.138	0.081	0.143	0.071	0.075	0.121	0.077	0.108	0.102	0.100	na	na
2022-05-30	0.088	0.126	0.078	0.136	0.069	0.072	0.114	0.080	0.108	0.099	0.098	na	na
2022-05-31	0.079	0.119	0.069	0.129	0.060	0.062	0.103	0.064	0.095	0.083	0.088	na	na
2022-06-01	0.073	0.114	0.064	0.120	0.055	0.056	0.100	0.060	0.094	0.083	0.087	na	na
2022-06-02	0.074	0.113	0.063	0.113	0.053	0.055	0.094	0.061	0.088	0.076	0.082	na	na
2022-06-03	0.063	0.110	0.056	0.110	0.050	0.047	0.093	0.054	0.084	0.074	0.074	na	na
2022-06-04	0.064	0.104	0.054	0.108	0.046	0.042	0.084	0.054	0.082	0.069	0.072	na	na
2022-06-05	0.060	0.096	0.048	0.102	0.042	0.039	0.084	0.046	0.072	0.064	0.065	na	na
2022-06-06	0.080	0.114	0.068	0.118	0.059	0.049	0.101	0.064	0.093	0.084	0.088	na	na
2022-06-07	0.081	0.119	0.073	0.134	0.063	0.061	0.111	0.066	0.099	0.094	0.095	na	na
2022-06-08	0.077	na	0.066	0.124	0.058	0.054	0.104	0.060	0.094	0.085	0.086	na	na
2022-06-09	0.072	na	0.060	0.111	0.050	0.046	0.092	0.057	0.088	0.078	0.079	na	na
2022-06-10	0.065	0.111	0.055	0.109	0.047	0.044	0.090	0.052	0.082	0.075	0.077	na	na
2022-06-11	0.061	0.101	0.049	0.104	0.043	0.036	0.082	0.051	0.070	0.067	0.069	na	na
2022-06-12	0.062	0.099	0.046	0.104	0.040	0.035	0.083	0.047	0.072	0.064	0.065	na	na
2022-06-13	0.055	0.096	0.046	0.099	0.037	0.039	0.079	0.039	0.068	0.061	0.061	na	na
2022-06-14	0.053	0.096	0.045	0.094	0.036	0.040	0.080	0.040	0.068	0.064	0.059	na	na
2022-06-15	0.051	0.092	0.040	0.094	0.035	0.033	0.075	0.042	0.065	0.061	0.057	na	na
2022-06-16	0.049	0.098	0.039	0.089	0.033	0.032	0.072	0.038	0.062	0.057	0.056	na	na
2022-06-17	0.049	0.090	0.037	0.090	0.031	0.033	0.070	0.037	0.058	0.056	0.054	na	na
2022-06-18	0.049	0.090	0.038	0.091	0.035	0.025	0.076	0.035	0.065	0.058	0.055	na	na
2022-06-19	0.051	0.098	0.039	0.091	0.035	0.028	0.074	0.037	0.062	0.056	0.057	na	na
2022-06-20	0.093	0.136	0.082	0.136	0.073	0.075	0.114	0.081	0.116	0.103	0.102	na	na
2022-06-21	0.099	0.135	0.085	0.142	0.079	0.083	0.122	0.086	0.116	0.113	0.110	na	na
2022-06-22	0.085	0.118	0.071	0.126	0.067	0.067	0.103	0.079	0.099	0.098	0.094	na	na
2022-06-23	0.073	0.111	0.060	0.117	0.057	0.053	0.100	0.058	0.084	0.084	0.081	na	na
2022-06-24	0.066	0.103	0.049	0.110	0.049	0.049	0.090	0.055	0.080	0.076	0.076	na	na
2022-06-25	0.064	0.104	0.047	0.104	0.046	0.045	0.084	0.050	0.074	0.072	0.071	na	na
2022-06-26	0.057	0.097	0.041	0.098	0.041	0.033	0.077	0.047	0.072	0.067	0.064	na	na
2022-06-27	0.052	0.096	0.040	0.095	0.038	0.025	0.075	0.044	0.069	0.065	0.061	na	na
2022-06-28	0.060	0.095	0.046	0.102	0.045	0.040	0.084	0.047	0.077	0.068	0.068	na	na
2022-06-29	0.057	0.095	0.042	0.095	0.039	0.045	0.078	0.040	0.069	0.064	0.062	na	na
2022-06-30	0.053	0.093	0.038	0.096	0.039	0.041	0.074	0.040	0.064	0.064	0.062	na	na
2022-07-01	0.093	0.124	0.075	0.128	0.072	0.065	0.105	0.081	0.107	0.106	0.101	na	na
2022-07-02	0.116	0.143	0.096	0.164	0.091	0.096	0.135	0.105	0.133	0.122	0.124	na	na
2022-07-03	0.096	0.129	0.076	0.148	0.074	0.073	0.116	0.086	0.110	0.109	0.107	na	na
2022-07-04	0.080	0.118	0.063	0.127	0.065	0.060	0.103	0.070	0.094	0.096	0.095	na	na
2022-07-05	0.076	0.110	0.058	na	0.054	0.058	0.095	0.067	0.088	0.086	0.086	na	na
2022-07-06	0.065	0.108	0.054	na	0.049	0.058	0.092	0.062	0.078	0.077	0.075	na	na
2022-07-07	0.093	0.127	0.078	na	0.076	0.081	0.118	0.091	0.113	0.113	0.109	na	na
2022-07-08	0.093	na	0.079	na	0.078	0.086	0.125	0.094	0.113	0.111	0.113	na	na
2022-07-09	0.092	na	0.073	na	0.071	0.082	0.114	0.086	0.113	0.112	0.104	na	na
2022-07-10	0.091	na	0.070	na	0.072	0.082	0.121	0.090	0.104	0.106	0.105	na	na
2022-07-11	0.083	na	0.061	na	0.062	0.070	0.108	0.079	0.095	0.096	0.096	na	na
2022-07-12	0.072	na	0.056	0.115	0.053	0.055	0.095	0.065	0.089	0.087	0.080	na	na
2022-07-13	0.069	na	0.049	0.112	0.048	0.049	0.096	0.063	0.082	0.079	0.080	na	na
2022-07-14	0.064	na	0.046	0.104	0.044	0.045	0.086	0.053	0.077	0.073	0.067	na	na
2022-07-15	0.054	na	0.043	0.102	0.040	0.050	0.083	0.049	0.070	0.068	0.065	na	na
2022-07-16	0.055	na	0.042	0.102	0.038	0.050	0.082	0.049	0.073	0.071	0.065	na	na
2022-07-17	0.051	na	0.037	0.095	0.036	0.046	0.080	0.047	0.067	0.064	0.064	na	na
2022-07-18	0.052	na	0.034	0.094	0.035	0.039	0.079	0.042	0.062	0.060	0.057	na	na
2022-07-19	0.051	na	0.032	0.089	0.034	0.027	0.076	0.045	0.061	0.057	0.058	na	na
2022-07-20	0.049	na	0.029	0.087	0.033	0.027	0.076	0.042	0.061	0.057	0.053	na	na
2022-07-21	0.053	na	0.037	0.093	0.037	0.041	0.079	0.046	0.067	0.067	0.061	na	na
2022-07-22	0.072	na	0.054	0.115	0.055	0.064	0.106	0.070	0.092	0.085	0.078	na	na
2022-07-23	0.073	na	0.057	0.112	0.056	0.063	0.101	0.066	0.092	0.087	0.076	na	na
2022-07-24	0.064	na	0.051	0.109	0.048	0.060	0.095	0.060	0.079	0.076	0.071	na	na
2022-07-25	0.061	na	0.044	0.104	0.045	0.050	0.093	0.051	0.071	0.071	0.072	na	na
2022-07-26	0.062	na	0.044	0.103	0.043	0.053	0.090	0.055	0.075	0.068	0.064	na	na
2022-07-27	0.053	na	0.038	0.093	0.036	0.051	0.081	0.045	0.071	0.063	0.060	na	na
2022-07-28	0.049	na	0.035	0.088	0.032	0.045	0.074	0.043	0.060	0.057	0.052	na	na
2022-07-29	0.053	na	0.030	0.086	0.032	0.042	0.073	0.042	0.059	0.052	0.052	na	na
2022-07-30	0.044	na	0.028	0.084	0.030	0.035	0.073	0.039	0.060	0.052	0.049	na	na
2022-07-31	0.044	na	0.028	0.082	0.029	0.038	0.069	0.039	0.053	0.050	0.047	na	na
2022-08-01	0.044	na	0.028	0.079	0.029	0.039	0.071	0.037	0.055	0.051	0.049	na	na
2022-08-02	0.045	na	0.027	0.079	0.027	0.038	0.069	0.034	0.055	0.049	0.045	na	na
2022-08-03	0.046	0.079	0.028	0.082	0.027	0.025	0.070	0.036	0.051	0.049	0.045	na	na
2022-08-04	0.042	0.078	0.024	0.079	0.026	0.020	0.070	0.032	0.052	0.045	0.043	na	na
2022-08-05	0.045	0.079	0.024	0.079	0.025	0.024	0.068	0.035	0.052	0.047	0.043	na	na
2022-08-06	0.034	0.075	0.022	0.070	0.021	0.017	0.066	0.028	0.049	0.045	0.040	na	na
2022-08-07	0.035	0.076	0.022	0.074	0.021	0.022	0.064	0.029	0.046	0.044	0.038	na	na
2022-08-08	0.037	0.078	0.023	0.075	0.022	0.020	0.064	0.027	0.047	0.044	0.039	na	na
2022-08-09	0.040	0.072	0.021	0.072	0.020	0.019	0.062	0.027	0.045	0.038	0.038	na	na
2022-08-10	0.035	0.073	0.020	0.068	0.021	0.019	0.064	0.030	0.049	0.040	0.036	na	na
2022-08-11	0.034	0.083	0.021	0.071	0.022	0.019	0.066	0.029	0.044	0.040	0.038	na	na
2022-08-12	0.032	0.077	0.018	0.069	0.017	0.018	0.061	0.025	0.041	0.038	0.033	na	na
2022-08-13	0.033	0.080	0.018	0.068	0.020	0.018	0.062	0.026	0.043	0.038	0.035	na	na
2022-08-14	0.032	0.071	0.017	0.070	0.022	0.019	0.064	0.027	0.044	0.039	0.035	na	na
2022-08-15	0.048	0.085	0.030	0.084	0.033	0.027	0.074	0.044	0.060	0.057	0.048	na	na
2022-08-16	0.067	0.098	0.051	0.112	0.055	0.045	0.106	0.064	0.084	0.074	0.072	na	na
2022-08-17	0.060	0.094	0.041	0.098	0.044	0.034	0.090	0.050	0.073	0.063	0.059	na	na
2022-08-18	0.051	0.097	0.036	0.091	0.039	0.032	0.084	0.046	0.063	0.062	0.056	na	na
2022-08-19	0.108	0.132	0.092	0.140	0.092	0.071	0.134	0.100	0.128	0.122	0.121	na	na
2022-08-20	0.108	0.139	0.092	0.151	0.090	0.076	0.135	0.105	0.126	0.125	0.119	na	na
2022-08-21	0.104	0.141	0.089	0.149	0.085	0.076	0.134	0.098	0.120	0.119	0.116	na	na
2022-08-22	0.095	0.126	0.080	0.134	0.077	0.070	0.124	0.096	0.109	0.110	0.105	na	na
2022-08-23	0.090	0.123	0.074	0.127	0.073	0.063	0.117	0.087	0.106	0.101	0.098	na	na
2022-08-24	0.086	0.114	0.066	0.122	0.068	0.056	0.116	0.084	0.096	0.094	0.087	na	na
2022-08-25	0.080	0.117	0.060	0.119	0.061	0.052	0.106	0.073	0.090	0.088	0.086	na	na
2022-08-26	0.142	0.165	0.120	0.182	0.122	0.098	0.152	0.145	0.164	0.153	0.159	na	na
2022-08-27	0.230	0.241	0.195	0.302	0.202	0.165	0.255	0.235	0.279	0.248	0.255	na	na
2022-08-28	0.212	0.250	0.184	0.296	0.181	0.163	0.225	0.213	0.266	0.220	0.232	na	na
2022-08-29	0.202	0.239	0.171	0.263	0.175	na	0.225	0.199	0.249	0.212	0.213	na	na
2022-08-30	0.198	0.210	0.159	0.263	0.164	na	0.216	0.194	0.233	0.201	0.204	na	na
2022-08-31	0.170	0.206	0.148	0.246	0.150	na	0.194	0.182	0.216	0.189	0.189	na	na
2022-09-01	0.173	0.188	0.141	0.231	0.144	0.126	0.189	0.163	0.203	0.178	0.176	na	na
2022-09-02	0.161	0.193	0.134	0.228	0.137	0.119	0.184	0.155	0.194	0.165	0.176	na	na
2022-09-03	0.151	0.187	0.123	0.205	0.131	0.116	0.174	0.160	0.184	0.162	0.158	na	na
2022-09-04	0.153	0.197	0.116	0.195	0.127	0.110	0.166	0.147	0.178	0.153	0.150	na	na
2022-09-05	0.138	0.182	0.106	0.191	0.119	0.101	0.158	0.148	0.177	0.140	0.139	na	na
2022-09-06	0.136	0.173	0.102	0.184	0.114	0.101	0.155	0.131	0.167	0.137	0.132	na	na
2022-09-07	0.135	0.174	0.100	0.178	0.111	0.097	0.154	0.133	0.162	0.133	0.129	na	na
2022-09-08	0.159	na	0.127	0.205	0.139	0.118	0.187	0.161	0.201	0.169	0.172	na	na
2022-09-09	0.188	na	0.152	0.233	0.154	0.133	0.205	0.182	0.221	0.191	0.192	na	na
2022-09-10	0.181	na	0.146	0.234	0.148	0.129	0.192	0.185	0.214	0.185	0.190	na	na
2022-09-11	0.167	na	0.140	0.220	0.143	0.127	0.189	0.164	0.204	0.181	0.175	na	na
2022-09-12	0.172	na	0.138	0.222	0.138	0.121	0.193	0.172	0.204	0.168	0.171	na	na
2022-09-13	0.165	na	0.137	0.216	0.138	0.126	0.190	0.173	0.195	0.172	0.175	na	na
2022-09-14	0.168	0.185	0.134	0.215	0.140	0.120	0.185	0.173	0.188	0.173	0.168	na	na
2022-09-15	0.163	0.192	0.132	0.201	0.133	0.120	0.176	0.159	0.197	0.171	0.161	na	na
2022-09-16	0.151	0.183	0.126	0.199	0.132	0.119	0.175	0.156	0.192	0.161	0.155	na	na
2022-09-17	0.177	0.204	0.147	0.230	0.150	0.131	0.205	0.181	0.212	0.184	0.180	na	na
2022-09-18	0.183	0.199	0.147	0.222	0.151	0.129	0.195	0.173	0.212	0.184	0.181	na	na
2022-09-19	0.208	0.215	0.171	0.247	0.171	0.142	0.218	0.204	0.238	0.213	na	na	na
2022-09-20	0.228	0.258	0.194	0.273	0.187	0.159	0.240	0.223	0.269	0.222	na	na	na
2022-09-21	0.222	0.268	0.194	0.278	0.180	0.159	0.231	0.228	0.256	0.223	na	na	na
2022-09-22	0.210	0.244	0.179	0.270	0.170	0.151	0.220	0.212	0.237	0.205	na	na	na
2022-09-23	0.194	0.238	0.170	0.258	0.160	0.143	0.221	0.203	0.238	0.195	na	na	na
2022-09-24	0.186	0.215	0.160	0.243	0.161	0.137	0.210	0.196	0.226	0.193	na	na	na
2022-09-25	0.189	0.209	0.159	0.243	0.153	0.129	0.216	0.194	0.232	0.188	na	na	na
2022-09-26	0.183	0.208	0.152	na	0.150	0.121	na	0.180	0.213	0.185	na	na	na
2022-09-27	0.192	0.234	0.159	na	0.161	0.135	na	0.199	0.231	0.205	0.206	na	na
2022-09-28	0.200	0.231	0.173	na	0.168	0.148	na	0.203	0.240	0.214	0.216	na	na
2022-09-29	0.195	0.222	0.166	na	0.165	0.141	na	0.195	0.237	0.208	0.218	na	na
2022-09-30	0.194	0.219	0.154	na	0.154	0.129	na	0.192	0.228	0.192	0.203	na	na
2022-10-01	0.185	0.205	0.144	na	0.147	na	na	0.177	0.227	0.197	0.196	na	na
2022-10-02	na	na	na	na	na	na	na	na	na	na	na	na	na
2022-10-03	na	na	na	na	na	na	na	na	na	na	na	na	na
2022-10-04	na	na	na	na	na	na	na	na	na	na	na	na	na
2022-10-05	0.178	0.215	0.137	na	0.143	na	na	0.176	0.204	0.181	0.180	na	na
2022-10-06	0.161	0.217	0.127	na	0.137	0.094	na	0.174	0.201	0.165	0.177	na	na
2022-10-07	0.160	0.202	0.124	na	0.133	0.110	na	0.162	0.200	0.161	0.169	na	na
2022-10-08	0.157	0.204	0.124	na	0.134	0.107	na	0.166	0.201	0.166	0.168	na	na
2022-10-09	0.157	0.196	0.119	na	0.127	0.107	na	0.157	0.193	0.161	0.161	na	na
2022-10-10	0.158	0.210	0.118	na	0.131	0.104	na	0.163	0.196	0.160	0.167	na	na
2022-10-11	0.145	na	0.115	na	0.126	0.097	na	0.159	0.183	0.157	0.151	na	na
2022-10-12	0.148	na	0.111	na	0.122	0.099	na	0.147	0.182	0.148	0.149	na	na
2022-10-13	0.148	na	0.111	na	0.123	0.106	na	0.146	0.183	0.151	0.152	na	na
2022-10-14	0.143	0.198	0.106	na	0.119	0.106	na	0.139	0.171	0.146	0.147	na	na
2022-10-15	0.155	0.196	0.107	na	0.120	0.106	na	0.151	0.177	0.152	0.147	na	na
2022-10-16	0.135	0.185	0.102	na	0.120	0.102	na	0.144	0.183	0.147	0.144	na	na
2022-10-17	0.139	0.191	0.099	na	0.117	0.097	na	0.146	0.177	0.142	0.139	na	na
2022-10-18	0.179	0.219	0.143	na	0.155	0.132	na	0.184	0.216	0.189	0.193	na	na
2022-10-19	0.193	0.246	0.169	na	0.169	0.158	na	0.209	0.246	0.211	0.215	na	na
2022-10-20	0.195	0.232	0.166	na	0.159	0.152	na	0.197	0.231	0.200	0.201	na	na
2022-10-21	0.206	0.230	0.172	na	0.173	0.152	na	0.206	0.253	0.220	0.216	na	na
2022-10-22	0.223	0.243	0.182	na	0.177	0.163	na	0.225	0.262	0.229	0.233	na	na
